"1.0","STATE","STATE ABBREVIATION","DISTRICT","FEC ID#","INCUMBENT INDICATOR (I)","CANDIDATE NAME (First)","CANDIDATE NAME (Last)","CANDIDATE NAME (Last, First)","TOTAL VOTES","PARTY","PRIMARY","PRIMARY %","RUNOFF","RUNOFF %","GENERAL ","GENERAL %","COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)","FOOTNOTES",""
"3613.0","North Carolina","NC","12.0","H0NC12108","","Greg","Dority","Dority, Greg","","REP","4787.0","0.34317872248906733","1449.0","0.5173152445555159","55315.0","0.3414358638824248","","","",""
"3614.0","North Carolina","NC","12.0","H0NC12090","","Scott","Cumbie","Cumbie, Scott","","REP","5506.0","0.3947236361029465","1352.0","0.48268475544448414","","","","","",""
"3615.0","North Carolina","NC","12.0","H0NC12082","","William (Doc)","Gillenwater","Gillenwater, William (Doc)","","REP","3656.0","0.26209764140798625","","","","","","","",""
"3616.0","North Carolina","NC","12.0","n/a","","","","","Party Votes:","REP","13949.0","","2801.0","","","","","","",""
"3617.0","North Carolina","NC","12.0","H0NC12074","","Lon","Cecil","Cecil, Lon","","LIB","Unopposed","","","","3197.0","0.019733715209836612","","","",""
"3618.0","North Carolina","NC","12.0","n/a","","","","","District Votes:","","13949.0","","2801.0","","162007.0","","","","",""
"3619.0","North Carolina","NC","","n/a","","","","","","","","","","","","","","","",""
"3620.0","North Carolina","NC","13.0","H2NC13029","(I)","Brad","Miller","Miller, Brad","","DEM","Unopposed","","","","116103.0","0.5549803539163105","","","",""
"3621.0","North Carolina","NC","13.0","H0NC13015","","William (Bill)","Randall","Randall, William (Bill)","","REP","5738.0","0.32593013348480543","3807.0","0.5891364902506964","93099.0","0.44501964608368944","","","",""
"3622.0","North Carolina","NC","13.0","H0NC13023","","Bernie","Reeves","Reeves, Bernie","","REP","5603.0","0.31826185742686736","2655.0","0.41086350974930363","","","","","",""
"3623.0","North Carolina","NC","13.0","H0NC13031","","Dan","Huffman","Huffman, Dan","","REP","4749.0","0.26975291110479976","","","","","","","",""
"3624.0","North Carolina","NC","13.0","H0NC13049","","Frank","Hurley","Hurley, Frank","","REP","1515.0","0.08605509798352741","","","","","","","",""
"3625.0","North Carolina","NC","13.0","n/a","","","","","Party Votes:","REP","17605.0","","6462.0","","","","","","",""
"3626.0","North Carolina","NC","13.0","n/a","","","","","District Votes:","","17605.0","","6462.0","","209202.0","","","","",""
"3627.0","North Carolina","NC","H","n/a","","","","","Total State Votes:","","507863.0","","24452.0","","2662549.0","","","","",""
"3628.0","North Carolina","NC","","n/a","","","","","","","","","","","","","","","",""
"3629.0","North Carolina","NC","","n/a","","","","","","","","","","","","","","","",""
"3630.0","North Carolina","NC","S","S4NC00089","(I)","Richard","Burr","Burr, Richard","","REP","297993.0","0.8011253656228493","","","1458046.0","0.5481213151940224","","","",""
"3631.0","North Carolina","NC","S","S0NC00236","","Brad","Jones","Jones, Brad","","REP","37616.0","0.10112697866483138","","","","","","","",""
"3632.0","North Carolina","NC","S","S0NC00210","","Eddie","Burks","Burks, Eddie","","REP","22111.0","0.05944328544390915","","","","","","","",""
"3633.0","North Carolina","NC","S","S0NC00244","","Larry","Linney","Linney, Larry","","REP","14248.0","0.03830437026841019","","","","","","","",""
"3634.0","North Carolina","NC","S","n/a","","","","","Party Votes:","REP","371968.0","","","","","","","","",""
"3635.0","North Carolina","NC","S","S2NC00075","","Elaine","Marshall","Marshall, Elaine","","DEM","154605.0","0.36348311833038277","95390.0","0.5996316341989301","1145074.0","0.43046616284704325","","","",""
"3636.0","North Carolina","NC","S","S0NC00202","","Cal","Cunningham","Cunningham, Cal","","DEM","115851.0","0.27237076900289886","63691.0","0.4003683658010699","","","","","",""
"3637.0","North Carolina","NC","S","S0NC00152","","Ken","Lewis","Lewis, Ken","","DEM","72510.0","0.1704741820131047","","","","","","","",""
"3638.0","North Carolina","NC","S","S8NC00270","","Marcus W.","Williams","Williams, Marcus W.","","DEM","35984.0","0.08459995815142132","","","","","","","",""
"3639.0","North Carolina","NC","S","S0NC00228","","Susan","Harris","Harris, Susan","","DEM","29738.0","0.06991533891471119","","","","","","","",""
"3640.0","North Carolina","NC","S","S0NC00194","","Ann","Worthy","Worthy, Ann","","DEM","16655.0","0.039156633587481164","","","","","","","",""
"3641.0","North Carolina","NC","S","n/a","","","","","Party Votes:","DEM","425343.0","","159081.0","","","","","","",""
"3642.0","North Carolina","NC","S","S0NC00160","","Michael","Beitler","Beitler, Michael","","LIB","Unopposed","","","","55687.0","0.02093434067183719","","","",""
"3643.0","North Carolina","NC","S","n/a","","","Scattered","Scattered","","W","","","","","1198.0","0.00045036256442007925","","","",""
"3644.0","North Carolina","NC","S","S0NC00269","","Jim","Nolan","Nolan, Jim","","W","","","","","64.0","2.4059435828785534e-05","","","",""
"3645.0","North Carolina","NC","S","S0NC00251","","Michael","Genay","Genay, Michael","","W","","","","","10.0","3.75928684824774e-06","","","",""
"3646.0","North Carolina","NC","S","n/a","","","","","Total State Votes:","","797311.0","","159081.0","","2660079.0","","","","",""
"3647.0","","","","n/a","","","","","","","","","","","","","","","",""
"3648.0","North Dakota","ND","00","H0ND00135","","Rick","Berg","Berg, Rick","","REP","54662.0","0.8933159012910606","","","129802.0","0.5473713507381809","","","",""
"3649.0","North Dakota","ND","00","H0ND00143","","JD","Donaghe","Donaghe, JD","","REP","6441.0","0.10526229776107207","","","","","","","",""
"3650.0","North Dakota","ND","00","n/a","","","Scattered","Scattered","","W(REP)","83.0","0.0013564307893446641","","","","","","","",""
"3651.0","North Dakota","ND","00","n/a","","Kevin","Cramer","Cramer, Kevin","","W(REP)","2.0","3.268507926131721e-05","","","","","","","",""
"3652.0","North Dakota","ND","00","n/a","","Wes","Argue","Argue, Wes","","W(REP)","1.0","1.6342539630658606e-05","","","","","","","",""
"3653.0","North Dakota","ND","00","H2ND00057","","Earl","Pomeroy","Pomeroy, Earl","","W(REP)","1.0","1.6342539630658606e-05","","","","","","","",""
"3654.0","North Dakota","ND","00","n/a","","","","","Party Votes:","REP","61190.0","","","","","","","","",""
"3655.0","North Dakota","ND","00","H2ND00057","(I)","Earl","Pomeroy","Pomeroy, Earl","","DNL","28329.0","0.9973595268272074","","","106542.0","0.44928459076398874","","","",""
"3656.0","North Dakota","ND","00","n/a","","","Scattered","Scattered","","W(DNL)","75.0","0.0026404731727925645","","","","","","","",""
"3657.0","North Dakota","ND","00","n/a","","","","","Party Votes:","DNL","28404.0","","","","","","","","",""
"3658.0","North Dakota","ND","00","n/a","","","Scattered","Scattered","","W(LIB)","75.0","0.7352941176470589","","","","","","","",""
"3659.0","North Dakota","ND","00","n/a","","Paul","Sorum","Sorum, Paul","","W(LIB)","3.0","0.029411764705882353","","","","","","","",""
"3660.0","North Dakota","ND","00","H0ND00135","","Rick","Berg","Berg, Rick","","W(LIB)","2.0","0.0196078431372549","","","","","","","",""
"3661.0","North Dakota","ND","00","n/a","","Prentice","Kollman","Kollman, Prentice","","W(LIB)","2.0","0.0196078431372549","","","","","","","",""
"3662.0","North Dakota","ND","00","n/a","","Wes","Anderson","Anderson, Wes","","W(LIB)","1.0","0.00980392156862745","","","","","","","",""
"3663.0","North Dakota","ND","00","n/a","","Terry","Biscke","Biscke, Terry","","W(LIB)","1.0","0.00980392156862745","","","","","","","",""
"3664.0","North Dakota","ND","00","n/a","","Carlton","Borden","Borden, Carlton","","W(LIB)","1.0","0.00980392156862745","","","","","","","",""
"3665.0","North Dakota","ND","00","n/a","","Charles","Cartier","Cartier, Charles","","W(LIB)","1.0","0.00980392156862745","","","","","","","",""
"3666.0","North Dakota","ND","00","n/a","","Jack","Donaghy","Donaghy, Jack","","W(LIB)","1.0","0.00980392156862745","","","","","","","",""
"3667.0","North Dakota","ND","00","n/a","","Ron","Falk","Falk, Ron","","W(LIB)","1.0","0.00980392156862745","","","","","","","",""
"3668.0","North Dakota","ND","00","n/a","","Ray","Hester","Hester, Ray","","W(LIB)","1.0","0.00980392156862745","","","","","","","",""
"3669.0","North Dakota","ND","00","n/a","","John","Hoeven","Hoeven, John","","W(LIB)","1.0","0.00980392156862745","","","","","","","",""
"3670.0","North Dakota","ND","00","n/a","","Devin A.","Kasper","Kasper, Devin A.","","W(LIB)","1.0","0.00980392156862745","","","","","","","",""
"3671.0","North Dakota","ND","00","n/a","","Craig","Maas","Maas, Craig","","W(LIB)","1.0","0.00980392156862745","","","","","","","",""
"3672.0","North Dakota","ND","00","n/a","","Harley","McLain","McLain, Harley","","W(LIB)","1.0","0.00980392156862745","","","","","","","",""
"3673.0","North Dakota","ND","00","n/a","","Paul Albert","Nord","Nord, Paul Albert","","W(LIB)","1.0","0.00980392156862745","","","","","","","",""
"3674.0","North Dakota","ND","00","n/a","","Gerald","Pausch","Pausch, Gerald","","W(LIB)","1.0","0.00980392156862745","","","","","","","",""
"3675.0","North Dakota","ND","00","H2ND00057","","Earl","Pomeroy","Pomeroy, Earl","","W(LIB)","1.0","0.00980392156862745","","","","","","","",""
"3676.0","North Dakota","ND","00","n/a","","Duane","Schaeffer","Schaeffer, Duane","","W(LIB)","1.0","0.00980392156862745","","","","","","","",""
"3677.0","North Dakota","ND","00","n/a","","David","Sneed","Sneed, David","","W(LIB)","1.0","0.00980392156862745","","","","","","","",""
"3678.0","North Dakota","ND","00","n/a","","Vic","Teigen","Teigen, Vic","","W(LIB)","1.0","0.00980392156862745","","","","","","","",""
"3679.0","North Dakota","ND","00","n/a","","Zach","Tiggelar","Tiggelar, Zach","","W(LIB)","1.0","0.00980392156862745","","","","","","","",""
"3680.0","North Dakota","ND","00","n/a","","Nicholas E.","Wolf","Wolf, Nicholas E.","","W(LIB)","1.0","0.00980392156862745","","","","","","","",""
"3681.0","North Dakota","ND","00","n/a","","Erica","Wondrasek","Wondrasek, Erica","","W(LIB)","1.0","0.00980392156862745","","","","","","","",""
"3682.0","North Dakota","ND","00","n/a","","","","","Party Votes:","LIB","102.0","","","","","","","","",""
"3683.0","North Dakota","ND","00","n/a","","","Scattered","Scattered","","W","","","","","793.0","0.003344058497830368","","","",""
"3684.0","North Dakota","ND","00","n/a","","","","","District Votes:","","89696.0","","","","237137.0","","","","",""
"3685.0","North Dakota","ND","H","n/a","","","","","Total State Votes:","","89696.0","","","","237137.0","","","","",""
"3686.0","North Dakota","ND","","n/a","","","","","","","","","","","","","","","",""
"3687.0","North Dakota","ND","","n/a","","","","","","","","","","","","","","","",""
"3688.0","North Dakota","ND","S","S0ND00093","","John","Hoeven","Hoeven, John","","REP","65075.0","0.9980062878613604","","","181689.0","0.7608034772122004","","","",""
"3689.0","North Dakota","ND","S","n/a","","","Scattered","Scattered","","W(REP)","130.0","0.0019937121386396747","","","","","","","",""
"3690.0","North Dakota","ND","S","n/a","","","","","Party Votes:","REP","65205.0","","","","","","","","",""
"3691.0","North Dakota","ND","S","S0ND00101","","Tracy","Potter","Potter, Tracy","","DNL","26258.0","0.996395097332372","","","52955.0","0.2217434634775472","","","",""
"3692.0","North Dakota","ND","S","n/a","","","Scattered","Scattered","","W(DNL)","91.0","0.0034531172921489013","","","","","","","",""
"3693.0","North Dakota","ND","S","S2ND00040","","Byron","Dorgan","Dorgan, Byron","","W(DNL)","4.0","0.0001517853754790726","","","","","","","",""
"3694.0","North Dakota","ND","S","n/a","","","","","Party Votes:","DNL","26353.0","","","","","","","","",""
"3695.0","North Dakota","ND","S","S0ND00119","","Keith J.","Hanson","Hanson, Keith J.","","LIB","535.0","0.9762773722627737","","","3890.0","0.016288963703666483","","","",""
"3696.0","North Dakota","ND","S","n/a","","","Scattered","Scattered","","W(LIB)","13.0","0.023722627737226276","","","","","","","",""
"3697.0","North Dakota","ND","S","n/a","","","","","Party Votes:","LIB","548.0","","","","","","","","",""
"3698.0","North Dakota","ND","S","n/a","","","Scattered","Scattered","","W","","","","","278.0","0.0011640956065859338","","","",""
"3699.0","North Dakota","ND","S","n/a","","","","","Total State Votes:","","92106.0","","","","238812.0","","","","",""
"3700.0","","","","n/a","","","","","","","","","","","","","","","",""
"3701.0","Northern Mariana Islands","MP","00","H8MP00041","(I)","Gregorio Kilili Camacho","Sablan","Sablan, Gregorio Kilili Camacho","","IND","","","","","4852.0","0.4274136715997181","","","",""
"3702.0","Northern Mariana Islands","MP","00","H0MP03018","","Joseph James Norita","Camacho","Camacho, Joseph James Norita","","COV","","","","","2744.0","0.24171952078928824","","","",""
"3703.0","Northern Mariana Islands","MP","00","H0MP00014","","Juan Nekai","Babauta","Babauta, Juan Nekai","","REP","","","","","2049.0","0.1804968287526427","","","",""
"3704.0","Northern Mariana Islands","MP","00","H0MP01012","","Jesus Camacho","Borja","Borja, Jesus Camacho","","DEM","","","","","1707.0","0.15036997885835096","","","",""
"3705.0","Northern Mariana Islands","MP","00","n/a","","","","","District Votes:","","","","","","11352.0","","","","",""
"3706.0","Northern Mariana Islands","MP","H","n/a","","","","","Total Votes:","","","","","","11352.0","","","","",""
"3707.0","","","","n/a","","","","","","","","","","","","","","","",""
"3708.0","Ohio","OH","01","H8OH01043","","Steve","Chabot","Chabot, Steve","","REP","33544.0","1.0","","","103770.0","0.5149415933068013","","","",""
"3709.0","Ohio","OH","01","n/a","","","","","Party Votes:","REP","33544.0","","","","","","","","",""
"3710.0","Ohio","OH","01","H8OH01068","(I)","Steve","Driehaus","Driehaus, Steve","","DEM","20628.0","0.8294664039567333","","","92672.0","0.45986958981331694","","","",""
"3711.0","Ohio","OH","01","H8OH01076","","Eric","Wilson","Wilson, Eric","","DEM","4241.0","0.1705335960432667","","","","","","","",""
"3712.0","Ohio","OH","01","n/a","","","","","Party Votes:","DEM","24869.0","","","","","","","","",""
"3713.0","Ohio","OH","01","H2OH01020","","Jim","Berns","Berns, Jim","","LIB","124.0","0.5714285714285714","","","3076.0","0.015264145138399547","","","",""
"3714.0","Ohio","OH","01","H0OH01073","","Jared","Croxton","Croxton, Jared","","LIB","93.0","0.42857142857142855","","","","","","","",""
"3715.0","Ohio","OH","01","n/a","","","","","Party Votes:","LIB","217.0","","","","","","","","",""
"3716.0","Ohio","OH","01","H0OH01065","","Rich","Stevenson","Stevenson, Rich","","GRE","46.0","1.0","","","2000.0","0.009924671741482151","","","",""
"3717.0","Ohio","OH","01","n/a","","","","","Party Votes:","GRE","46.0","","","","","","","","",""
"3718.0","Ohio","OH","01","n/a","","","","","District Votes:","","58676.0","","","","201518.0","","","","",""
"3719.0","Ohio","OH","","n/a","","","","","","","","","","","","","","","",""
"3720.0","Ohio","OH","02","H6OH02086","(I)","Jean","Schmidt","Schmidt, Jean","","REP","36214.0","0.6171333140198701","","","139027.0","0.5845277386533246","","","",""
"3721.0","Ohio","OH","02","H0OH02063","","C. Michael","Kilburn","Kilburn, C. Michael","","REP","13007.0","0.22165607266406503","","","","","","","",""
"3722.0","Ohio","OH","02","H0OH02089","","Debbi","Alsfelder","Alsfelder, Debbi","","REP","5235.0","0.08921115863737837","","","","","","","",""
"3723.0","Ohio","OH","02","H0OH02097","","Tim","Martz","Martz, Tim","","REP","4225.0","0.07199945467868646","","","","","","","",""
"3724.0","Ohio","OH","02","n/a","","","","","Party Votes:","REP","58681.0","","","","","","","","",""
